lecture,slide_id,triples_total,ocr_evidenced_triples_total,ocr_evidenced_rate
Lecture 4,Slide48,2,0,0.000000
Lecture 4,Slide5,2,0,0.000000
Lecture 5,Slide10,2,0,0.000000
Lecture 5,Slide14,2,0,0.000000
Lecture 5,Slide15,2,0,0.000000
Lecture 5,Slide16,2,0,0.000000
Lecture 5,Slide17,2,0,0.000000
Lecture 5,Slide18,2,0,0.000000
Lecture 5,Slide2,2,0,0.000000
Lecture 5,Slide21,2,0,0.000000
Lecture 5,Slide28,2,0,0.000000
Lecture 5,Slide32,2,0,0.000000
Lecture 5,Slide49,2,0,0.000000
Lecture 6,Slide16,2,0,0.000000
Lecture 6,Slide20,2,0,0.000000
Lecture 6,Slide21,2,0,0.000000
Lecture 6,Slide23,2,0,0.000000
Lecture 6,Slide24,2,0,0.000000
Lecture 6,Slide3,2,0,0.000000
Lecture 6,Slide35,2,0,0.000000
Lecture 6,Slide39,2,0,0.000000
Lecture 6,Slide9,2,0,0.000000
Lecture 7,Slide10,2,0,0.000000
Lecture 7,Slide12,2,0,0.000000
Lecture 7,Slide16,2,0,0.000000
Lecture 7,Slide24,2,0,0.000000
Lecture 7,Slide26,2,0,0.000000
Lecture 7,Slide27,2,0,0.000000
Lecture 7,Slide3,2,0,0.000000
Lecture 7,Slide37,2,0,0.000000
Lecture 7,Slide42,2,0,0.000000
Lecture 7,Slide46,2,0,0.000000
Lecture 7,Slide47,2,0,0.000000
Lecture 8,Slide10,2,0,0.000000
Lecture 8,Slide11,2,0,0.000000
Lecture 8,Slide13,2,0,0.000000
Lecture 8,Slide14,2,0,0.000000
Lecture 8,Slide15,2,0,0.000000
Lecture 8,Slide16,2,0,0.000000
Lecture 8,Slide22,2,0,0.000000
Lecture 8,Slide23,2,0,0.000000
Lecture 8,Slide3,2,0,0.000000
Lecture 8,Slide31,2,0,0.000000
Lecture 8,Slide32,2,0,0.000000
Lecture 8,Slide36,2,0,0.000000
Lecture 8,Slide37,2,0,0.000000
Lecture 8,Slide4,2,0,0.000000
Lecture 8,Slide43,2,0,0.000000
Lecture 8,Slide5,2,0,0.000000
Lecture 8,Slide6,2,0,0.000000
Lecture 8,Slide7,2,0,0.000000
Lecture 8,Slide8,2,0,0.000000
Lecture 9,Slide1,2,0,0.000000
Lecture 9,Slide10,2,0,0.000000
Lecture 9,Slide11,2,0,0.000000
Lecture 9,Slide12,2,0,0.000000
Lecture 9,Slide17,2,0,0.000000
Lecture 9,Slide18,2,0,0.000000
Lecture 9,Slide20,2,0,0.000000
Lecture 9,Slide22,2,0,0.000000
Lecture 9,Slide28,2,0,0.000000
Lecture 9,Slide29,2,0,0.000000
Lecture 9,Slide4,2,0,0.000000
Lecture 9,Slide5,2,0,0.000000
Lecture 9,Slide6,2,0,0.000000
Lecture 9,Slide7,2,0,0.000000
Lecture 1,Slide1,1,0,0.000000
Lecture 1,Slide14,1,0,0.000000
Lecture 1,Slide17,1,0,0.000000
Lecture 1,Slide21,1,0,0.000000
Lecture 1,Slide24,1,0,0.000000
Lecture 1,Slide25,1,0,0.000000
Lecture 1,Slide27,1,0,0.000000
Lecture 1,Slide3,1,0,0.000000
Lecture 1,Slide32,1,0,0.000000
Lecture 1,Slide35,1,0,0.000000
Lecture 1,Slide36,1,0,0.000000
Lecture 1,Slide39,1,0,0.000000
Lecture 1,Slide45,1,0,0.000000
Lecture 1,Slide46,1,0,0.000000
Lecture 1,Slide49,1,0,0.000000
Lecture 1,Slide9,1,0,0.000000
Lecture 10,Slide15,1,0,0.000000
Lecture 10,Slide17,1,0,0.000000
Lecture 10,Slide19,1,0,0.000000
Lecture 10,Slide20,1,0,0.000000
Lecture 10,Slide25,1,0,0.000000
Lecture 10,Slide26,1,0,0.000000
Lecture 10,Slide29,1,0,0.000000
Lecture 10,Slide30,1,0,0.000000
Lecture 10,Slide34,1,0,0.000000
Lecture 10,Slide35,1,0,0.000000
Lecture 10,Slide36,1,0,0.000000
Lecture 10,Slide4,1,0,0.000000
Lecture 10,Slide40,1,0,0.000000
Lecture 10,Slide41,1,0,0.000000
Lecture 10,Slide44,1,0,0.000000
Lecture 10,Slide46,1,0,0.000000
Lecture 10,Slide47,1,0,0.000000
Lecture 10,Slide48,1,0,0.000000
Lecture 10,Slide5,1,0,0.000000
Lecture 10,Slide50,1,0,0.000000
Lecture 11,Slide1,1,0,0.000000
Lecture 11,Slide11,1,0,0.000000
Lecture 11,Slide12,1,0,0.000000
Lecture 11,Slide13,1,0,0.000000
Lecture 11,Slide20,1,0,0.000000
Lecture 11,Slide21,1,0,0.000000
Lecture 11,Slide3,1,0,0.000000
Lecture 11,Slide34,1,0,0.000000
Lecture 11,Slide38,1,0,0.000000
Lecture 11,Slide50,1,0,0.000000
Lecture 12,Slide1,1,0,0.000000
Lecture 12,Slide10,1,0,0.000000
Lecture 12,Slide12,1,0,0.000000
Lecture 12,Slide26,1,0,0.000000
Lecture 12,Slide36,1,0,0.000000
Lecture 12,Slide44,1,0,0.000000
Lecture 12,Slide49,1,0,0.000000
Lecture 12,Slide5,1,0,0.000000
Lecture 12,Slide50,1,0,0.000000
Lecture 13,Slide1,1,0,0.000000
Lecture 13,Slide14,1,0,0.000000
Lecture 13,Slide17,1,0,0.000000
Lecture 13,Slide19,1,0,0.000000
Lecture 13,Slide2,1,0,0.000000
Lecture 13,Slide20,1,0,0.000000
Lecture 13,Slide22,1,0,0.000000
Lecture 13,Slide23,1,0,0.000000
Lecture 13,Slide27,1,0,0.000000
Lecture 13,Slide3,1,0,0.000000
Lecture 13,Slide30,1,0,0.000000
Lecture 13,Slide32,1,0,0.000000
Lecture 13,Slide34,1,0,0.000000
Lecture 13,Slide36,1,0,0.000000
Lecture 13,Slide39,1,0,0.000000
Lecture 13,Slide40,1,0,0.000000
Lecture 13,Slide44,1,0,0.000000
Lecture 13,Slide45,1,0,0.000000
Lecture 13,Slide46,1,0,0.000000
Lecture 13,Slide47,1,0,0.000000
Lecture 13,Slide50,1,0,0.000000
Lecture 13,Slide7,1,0,0.000000
Lecture 13,Slide8,1,0,0.000000
Lecture 13,Slide9,1,0,0.000000
Lecture 14,Slide1,1,0,0.000000
Lecture 14,Slide10,1,0,0.000000
Lecture 14,Slide11,1,0,0.000000
Lecture 14,Slide13,1,0,0.000000
Lecture 14,Slide14,1,0,0.000000
Lecture 14,Slide19,1,0,0.000000
Lecture 14,Slide20,1,0,0.000000
Lecture 14,Slide29,1,0,0.000000
Lecture 14,Slide3,1,0,0.000000
Lecture 14,Slide35,1,0,0.000000
Lecture 14,Slide39,1,0,0.000000
Lecture 14,Slide48,1,0,0.000000
Lecture 14,Slide50,1,0,0.000000
Lecture 14,Slide58,1,0,0.000000
Lecture 15,Slide15,1,0,0.000000
Lecture 15,Slide20,1,0,0.000000
Lecture 15,Slide24,1,0,0.000000
Lecture 15,Slide27,1,0,0.000000
Lecture 16,Slide1,1,0,0.000000
Lecture 16,Slide14,1,0,0.000000
Lecture 16,Slide15,1,0,0.000000
Lecture 16,Slide2,1,0,0.000000
Lecture 16,Slide23,1,0,0.000000
Lecture 16,Slide29,1,0,0.000000
Lecture 16,Slide3,1,0,0.000000
Lecture 16,Slide33,1,0,0.000000
Lecture 16,Slide55,1,0,0.000000
Lecture 17,Slide15,1,0,0.000000
Lecture 17,Slide16,1,0,0.000000
Lecture 17,Slide18,1,0,0.000000
Lecture 17,Slide23,1,0,0.000000
Lecture 17,Slide31,1,0,0.000000
Lecture 17,Slide34,1,0,0.000000
Lecture 17,Slide37,1,0,0.000000
Lecture 17,Slide50,1,0,0.000000
Lecture 17,Slide55,1,0,0.000000
Lecture 17,Slide7,1,0,0.000000
Lecture 17,Slide8,1,0,0.000000
Lecture 17,Slide9,1,0,0.000000
Lecture 18,Slide1,1,0,0.000000
Lecture 18,Slide13,1,0,0.000000
Lecture 18,Slide19,1,0,0.000000
Lecture 18,Slide2,1,0,0.000000
Lecture 18,Slide23,1,0,0.000000
Lecture 18,Slide26,1,0,0.000000
Lecture 18,Slide34,1,0,0.000000
Lecture 18,Slide39,1,0,0.000000
Lecture 18,Slide9,1,0,0.000000
Lecture 19,Slide10,1,0,0.000000
Lecture 19,Slide14,1,0,0.000000
Lecture 19,Slide15,1,0,0.000000
Lecture 19,Slide17,1,0,0.000000
Lecture 19,Slide18,1,0,0.000000
Lecture 19,Slide2,1,0,0.000000
Lecture 19,Slide21,1,0,0.000000
Lecture 19,Slide24,1,0,0.000000
Lecture 19,Slide27,1,0,0.000000
Lecture 19,Slide28,1,0,0.000000
Lecture 19,Slide31,1,0,0.000000
Lecture 19,Slide39,1,0,0.000000
Lecture 19,Slide41,1,0,0.000000
Lecture 19,Slide43,1,0,0.000000
Lecture 19,Slide46,1,0,0.000000
Lecture 19,Slide47,1,0,0.000000
Lecture 19,Slide49,1,0,0.000000
Lecture 19,Slide5,1,0,0.000000
Lecture 19,Slide51,1,0,0.000000
Lecture 19,Slide53,1,0,0.000000
Lecture 19,Slide55,1,0,0.000000
Lecture 19,Slide7,1,0,0.000000
Lecture 19,Slide9,1,0,0.000000
Lecture 2,Slide11,1,0,0.000000
Lecture 2,Slide16,1,0,0.000000
Lecture 2,Slide20,1,0,0.000000
Lecture 2,Slide21,1,0,0.000000
Lecture 2,Slide26,1,0,0.000000
Lecture 2,Slide30,1,0,0.000000
Lecture 2,Slide37,1,0,0.000000
Lecture 2,Slide47,1,0,0.000000
Lecture 2,Slide48,1,0,0.000000
Lecture 2,Slide49,1,0,0.000000
Lecture 2,Slide5,1,0,0.000000
Lecture 2,Slide50,1,0,0.000000
Lecture 2,Slide8,1,0,0.000000
Lecture 20,Slide33,1,0,0.000000
Lecture 20,Slide34,1,0,0.000000
Lecture 20,Slide49,1,0,0.000000
Lecture 20,Slide8,1,0,0.000000
Lecture 21,Slide14,1,0,0.000000
Lecture 21,Slide24,1,0,0.000000
Lecture 21,Slide8,1,0,0.000000
Lecture 22,Slide12,1,0,0.000000
Lecture 22,Slide2,1,0,0.000000
Lecture 22,Slide3,1,0,0.000000
Lecture 22,Slide30,1,0,0.000000
Lecture 22,Slide44,1,0,0.000000
Lecture 22,Slide45,1,0,0.000000
Lecture 22,Slide8,1,0,0.000000
Lecture 23,Slide1,1,0,0.000000
Lecture 23,Slide2,1,0,0.000000
Lecture 23,Slide20,1,0,0.000000
Lecture 23,Slide22,1,0,0.000000
Lecture 23,Slide3,1,0,0.000000
Lecture 23,Slide33,1,0,0.000000
Lecture 23,Slide4,1,0,0.000000
Lecture 23,Slide40,1,0,0.000000
Lecture 23,Slide42,1,0,0.000000
Lecture 23,Slide47,1,0,0.000000
Lecture 23,Slide48,1,0,0.000000
Lecture 3,Slide1,1,0,0.000000
Lecture 3,Slide16,1,0,0.000000
Lecture 3,Slide21,1,0,0.000000
Lecture 3,Slide24,1,0,0.000000
Lecture 3,Slide30,1,0,0.000000
Lecture 3,Slide32,1,0,0.000000
Lecture 3,Slide34,1,0,0.000000
Lecture 3,Slide36,1,0,0.000000
Lecture 3,Slide38,1,0,0.000000
Lecture 3,Slide5,1,0,0.000000
Lecture 3,Slide7,1,0,0.000000
Lecture 3,Slide8,1,0,0.000000
Lecture 4,Slide11,1,0,0.000000
Lecture 4,Slide12,1,0,0.000000
Lecture 4,Slide22,1,0,0.000000
Lecture 4,Slide3,1,0,0.000000
Lecture 4,Slide31,1,0,0.000000
Lecture 4,Slide39,1,0,0.000000
Lecture 5,Slide11,1,0,0.000000
Lecture 5,Slide13,1,0,0.000000
Lecture 5,Slide19,1,0,0.000000
Lecture 5,Slide20,1,0,0.000000
Lecture 5,Slide22,1,0,0.000000
Lecture 5,Slide23,1,0,0.000000
Lecture 5,Slide24,1,0,0.000000
Lecture 5,Slide25,1,0,0.000000
Lecture 5,Slide29,1,0,0.000000
Lecture 5,Slide3,1,0,0.000000
Lecture 5,Slide31,1,0,0.000000
Lecture 5,Slide33,1,0,0.000000
Lecture 5,Slide36,1,0,0.000000
Lecture 5,Slide43,1,0,0.000000
Lecture 5,Slide44,1,0,0.000000
Lecture 5,Slide45,1,0,0.000000
Lecture 5,Slide47,1,0,0.000000
Lecture 5,Slide5,1,0,0.000000
Lecture 5,Slide6,1,0,0.000000
Lecture 6,Slide1,1,0,0.000000
Lecture 6,Slide11,1,0,0.000000
Lecture 6,Slide12,1,0,0.000000
Lecture 6,Slide17,1,0,0.000000
Lecture 6,Slide22,1,0,0.000000
Lecture 6,Slide28,1,0,0.000000
Lecture 6,Slide29,1,0,0.000000
Lecture 6,Slide31,1,0,0.000000
Lecture 6,Slide38,1,0,0.000000
Lecture 6,Slide42,1,0,0.000000
Lecture 6,Slide6,1,0,0.000000
Lecture 7,Slide13,1,0,0.000000
Lecture 7,Slide15,1,0,0.000000
Lecture 7,Slide18,1,0,0.000000
Lecture 7,Slide19,1,0,0.000000
Lecture 7,Slide2,1,0,0.000000
Lecture 7,Slide21,1,0,0.000000
Lecture 7,Slide22,1,0,0.000000
Lecture 7,Slide25,1,0,0.000000
Lecture 7,Slide28,1,0,0.000000
Lecture 7,Slide29,1,0,0.000000
Lecture 7,Slide30,1,0,0.000000
Lecture 7,Slide31,1,0,0.000000
Lecture 7,Slide32,1,0,0.000000
Lecture 7,Slide34,1,0,0.000000
Lecture 7,Slide35,1,0,0.000000
Lecture 7,Slide38,1,0,0.000000
Lecture 7,Slide39,1,0,0.000000
Lecture 7,Slide40,1,0,0.000000
Lecture 7,Slide41,1,0,0.000000
Lecture 7,Slide44,1,0,0.000000
Lecture 7,Slide5,1,0,0.000000
Lecture 7,Slide7,1,0,0.000000
Lecture 7,Slide8,1,0,0.000000
Lecture 7,Slide9,1,0,0.000000
Lecture 8,Slide1,1,0,0.000000
Lecture 8,Slide18,1,0,0.000000
Lecture 8,Slide20,1,0,0.000000
Lecture 8,Slide21,1,0,0.000000
Lecture 8,Slide25,1,0,0.000000
Lecture 8,Slide26,1,0,0.000000
Lecture 8,Slide29,1,0,0.000000
Lecture 8,Slide30,1,0,0.000000
Lecture 8,Slide33,1,0,0.000000
Lecture 8,Slide39,1,0,0.000000
Lecture 8,Slide40,1,0,0.000000
Lecture 8,Slide41,1,0,0.000000
Lecture 8,Slide42,1,0,0.000000
Lecture 9,Slide2,1,0,0.000000
Lecture 9,Slide21,1,0,0.000000
